,age,workclass,fnlwgt,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country
2096,0.47486155198064567,4,-0.33195879960110186,10,2,3,0,4,1,3.60921413168633,-0.22296281257283612,0.3706978912117306,38
24159,0.273955227146647,3,-1.1628345521724976,8,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
1044,-0.5252236884566054,3,0.16014429153311993,15,2,9,0,2,1,-0.3002123014789703,4.451673600890535,-0.034013941331530254,13
3106,0.8377235643761702,3,-1.055138913156518,13,2,9,0,4,1,3.16309651741597,-0.22296281257283612,0.3706978912117306,38
2923,-1.0317117807033411,3,0.7877923267064818,13,4,11,1,4,0,3.289928026518758,-0.22296281257283612,0.7754097237549914,38
9014,0.5387262832392657,3,0.30015521564238845,10,2,13,0,4,1,-0.3002123014789703,-0.22296281257283612,2.556141786945339,38
22052,-1.1451150144725477,3,1.1104359131855421,9,4,3,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.19589867434883457,38
20316,-0.3459360988692954,3,0.6492148600544746,12,0,0,4,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
25376,2.2681094772794563,4,-0.3294752133382439,4,2,4,0,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
15473,0.13146279083665782,3,-0.4223110902535841,9,5,2,4,4,0,-0.3002123014789703,-0.22296281257283612,-0.43872577387479106,38
32475,0.20362252216473475,5,0.3017600646934945,9,4,3,1,4,1,-0.3002123014789703,-0.22296281257283612,1.9895452213847737,38
27754,-0.0969941081635854,3,1.1424852661910312,12,1,0,5,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
11603,-1.1451150144725477,3,0.16945812418995615,10,2,8,5,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
14663,-0.4341337751256561,3,0.21040893233111074,9,4,2,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
32389,-1.3868320506266634,3,0.13135902554748854,9,4,2,1,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
20136,-1.2633453449544967,3,0.316848636679117,13,4,3,3,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
14755,0.13146279083665782,3,-1.5559934702283427,9,4,0,4,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
3568,0.8377235643761702,3,-1.8469168296874356,10,0,6,1,4,1,2.9962462756029726,-0.22296281257283612,0.3706978912117306,38
412,1.1586176092552094,3,-0.39844008404543535,11,2,9,0,4,1,-0.3002123014789703,4.531624101854359,0.7754097237549914,10
23311,1.257842209099336,1,-0.22167794294881635,9,0,0,1,4,0,-0.3002123014789703,-0.22296281257283612,-1.976630737539182,38
18779,0.05737857487379639,3,0.6320785021410155,9,2,6,0,2,1,-0.3002123014789703,-0.22296281257283612,-0.3577834073661389,38
10558,0.05737857487379639,1,-0.620950827643506,9,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
12131,-0.2604526323639866,3,0.054188482082893535,9,2,7,0,2,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
18259,1.400334645409324,3,0.2496622194037963,4,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
31055,1.0557171988063494,3,-1.679275443460477,9,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
14336,1.3061563565971845,3,1.2339161653505732,7,0,14,1,2,1,-0.3002123014789703,-0.22296281257283612,-2.0575731040478344,38
23587,-1.7940955430292727,7,-2.06364600016667,9,4,4,3,4,1,-0.3002123014789703,-0.22296281257283612,-2.4622849365910953,38
9659,0.5387262832392657,4,1.3900622586702542,9,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,1.584833388841513,38
9725,-0.5252236884566054,3,0.11535948086415578,11,2,3,0,4,1,-0.3002123014789703,-0.22296281257283612,1.180121556298252,38
31534,-1.2633453449544967,3,-0.48749842570850543,10,4,3,1,4,1,-0.3002123014789703,-0.22296281257283612,0.3706978912117306,38
31121,0.34255114341352566,3,1.0524083636513264,9,2,11,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
14519,1.7068808264610504,5,-0.6600771051821959,2,6,7,1,2,0,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
9235,0.7804433193933827,3,1.807385819942499,12,2,13,0,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
13640,-0.177521295996111,3,0.15559761769930605,9,4,0,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
15387,-2.1030796298620413,3,-0.3735761096899431,8,4,9,3,4,1,-0.3002123014789703,-0.22296281257283612,-2.7051120361170518,38
14413,0.7219570863477152,5,-1.0154253669193942,14,2,9,5,4,0,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
16924,1.208672899686404,3,-0.7778458271086898,14,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
21872,-2.1030796298620413,3,0.0981697895035332,7,4,11,3,4,0,-0.3002123014789703,-0.22296281257283612,-2.6241696696083996,38
30552,-1.2633453449544967,3,0.639176169720765,13,4,6,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
18335,-0.5252236884566054,3,0.5852804815654181,10,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
15292,-1.5160643497827802,3,-1.6605895734821363,10,4,0,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
22871,0.8938465531625894,1,-0.8759699070319213,10,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
28232,1.5796222349966338,3,0.35298101855220904,9,6,14,1,4,0,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
13491,-0.2604526323639866,3,-0.42672303756965035,9,3,7,1,1,0,-0.3002123014789703,-0.22296281257283612,-0.43872577387479106,36
25409,0.6011557298060716,5,0.004513804769054147,13,2,3,0,1,1,-0.3002123014789703,-0.22296281257283612,0.3706978912117306,2
9804,-1.0317117807033411,3,0.6554002482842171,10,4,3,3,4,1,-0.3002123014789703,-0.22296281257283612,0.4516402577203827,38
21780,0.4094939840831503,3,0.3257380518888521,4,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
367,1.1586176092552094,3,-0.06892304333050131,14,2,3,0,4,1,-0.3002123014789703,4.531624101854359,0.7754097237549914,38
24780,1.0028014377679884,3,-1.2800494887725768,10,0,0,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
25757,0.6011557298060716,5,1.3085428592381505,13,4,11,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.43872577387479106,38
18742,0.34255114341352566,3,-0.03724699289432764,10,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
29306,1.1586176092552094,1,-1.9190929188405452,8,6,0,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
10172,-0.018735596209870836,3,-2.5199295030392177,10,5,0,2,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
27985,0.8377235643761702,3,0.3478828472110731,10,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,-1.490976538487269,38
30690,1.5796222349966338,3,-0.24755928433361254,11,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,0.6135249907376871,38
23139,0.4094939840831503,3,-0.6132337223683052,13,5,12,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
20169,-0.9227568960979422,3,0.1811596817536452,10,4,0,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
15053,0.6622129889114339,3,0.8522612473778949,14,2,3,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
4573,-1.6516031067192836,3,-0.24645650356075677,9,4,14,2,4,0,-0.3002123014789703,-0.22296281257283612,-0.43872577387479106,38
4742,-0.4341337751256561,5,1.202666891886712,13,4,12,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
19682,-1.5160643497827802,3,-2.8347315680274754,10,4,11,3,4,0,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
13915,0.13146279083665782,3,0.6280754763767131,13,2,3,0,4,1,-0.3002123014789703,-0.22296281257283612,1.584833388841513,38
29323,0.6622129889114339,3,-0.11444250256717217,10,2,3,0,1,1,-0.3002123014789703,-0.22296281257283612,1.584833388841513,38
4860,0.5387262832392657,3,-0.578054360489434,9,2,11,5,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
4201,-1.6516031067192836,3,0.810350421365659,10,4,9,2,2,0,2.296687803917247,-0.22296281257283612,-1.6528612715045734,38
17254,-1.7940955430292727,3,-1.0636242425870825,9,4,11,1,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
25777,0.7804433193933827,5,0.334433091311484,10,2,13,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
13126,-0.0969941081635854,3,-0.6413377040047393,8,5,7,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.8434376064180519,38
17317,-0.7168854341795278,1,0.3362855566909968,10,4,0,3,4,0,-0.3002123014789703,-0.22296281257283612,-1.976630737539182,38
13090,1.7480370378698196,4,-0.20576252038240536,9,2,11,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
22821,-0.177521295996111,3,-0.4796609979708395,12,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,1.180121556298252,38
4649,0.34255114341352566,3,0.30124175174468043,9,3,2,4,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
5072,-1.6516031067192836,3,1.1193732812369888,9,4,7,3,4,0,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
15457,-0.6194019772687447,3,0.37560917133201926,9,4,2,1,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
17308,1.3061563565971845,3,1.051535120941255,3,2,6,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
17373,-0.018735596209870836,3,0.2243036276170851,7,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
14059,-0.9227568960979422,3,-1.9932696746968002,13,4,5,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
6991,-1.6516031067192836,3,0.518794928857008,3,3,4,2,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,25
12778,-0.2604526323639866,3,0.19460698115396471,13,2,0,0,4,1,-0.3002123014789703,-0.22296281257283612,1.584833388841513,19
28977,1.7885924071741122,3,-1.169199900504283,9,6,3,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
2690,1.400334645409324,3,0.6467856349231531,9,2,2,0,4,1,3.3157356852016164,-0.22296281257283612,-0.034013941331530254,38
11102,-0.2604526323639866,3,1.049195555009125,9,2,7,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
4226,-1.6516031067192836,3,-1.5667738840179743,5,4,0,4,2,0,1.6285653938482023,-0.22296281257283612,-1.6528612715045734,38
2727,0.47486155198064567,0,0.3815586858350498,13,2,0,0,4,1,3.3157356852016164,-0.22296281257283612,-0.034013941331530254,38
20192,-0.9227568960979422,3,0.001745674557488358,9,0,2,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
20021,0.6622129889114339,3,-0.7835090014488815,11,0,0,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
19279,1.3061563565971845,3,-0.12701061193662752,9,2,13,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
11990,-0.7168854341795278,3,-0.8162240112475235,13,2,3,5,4,0,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
1192,1.6226927637839295,1,-0.14362280242792158,14,2,9,0,4,1,-0.3002123014789703,4.417663739453797,-2.9479391356430082,11
31329,0.05737857487379639,3,-0.8110884761522804,10,4,3,4,2,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
16533,0.47486155198064567,3,0.45948134741504276,9,1,2,5,2,0,-0.3002123014789703,-0.22296281257283612,0.12787079168577406,38
27013,0.4094939840831503,6,-1.2240787584726507,14,2,0,0,0,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
9162,0.34255114341352566,3,0.03006184607005665,13,0,12,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.8434376064180519,38
427,1.1076438220528073,1,0.23590214077229202,14,2,9,0,4,1,-0.3002123014789703,4.531624101854359,-0.034013941331530254,38
27227,1.1076438220528073,3,0.8378197722853389,11,6,3,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
23747,0.6622129889114339,3,0.05552353187111661,13,2,0,0,4,1,-0.3002123014789703,-0.22296281257283612,0.3706978912117306,38
4562,-0.018735596209870836,1,-0.49712563076613914,10,2,13,5,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
3463,-0.7168854341795278,0,1.8950978614097032,10,4,0,4,2,0,3.0597096627258247,-0.22296281257283612,-0.034013941331530254,38
9118,0.7219570863477152,6,-0.03876397820153892,10,0,9,4,4,1,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
23639,0.20362252216473475,3,-0.7711377751595201,10,0,3,1,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
4546,-1.3868320506266634,3,1.300757964993791,12,4,11,1,4,0,-0.3002123014789703,-0.22296281257283612,-2.0575731040478344,38
9521,-0.177521295996111,3,0.5147772042225275,10,2,0,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
24329,0.8938465531625894,0,1.034083286773196,9,4,0,4,2,0,-0.3002123014789703,-0.22296281257283612,-2.300400203573791,38
19193,-1.3868320506266634,3,0.37555419745023993,11,2,7,0,4,1,-0.3002123014789703,-0.22296281257283612,0.2897555247030784,38
22518,-0.018735596209870836,3,0.23211695687526268,9,2,0,0,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
23021,0.34255114341352566,3,-0.7827126695411807,9,0,13,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
1103,-0.5252236884566054,3,-0.802494578273843,10,4,14,1,4,0,-0.3002123014789703,4.444071509183585,-1.2481494389613126,38
24704,-0.6194019772687447,3,0.3620201902450537,5,4,11,1,4,0,-0.3002123014789703,-0.22296281257283612,0.6135249907376871,38
8224,0.05737857487379639,1,-2.462250677166285,9,2,7,5,4,0,-0.3002123014789703,-0.22296281257283612,-1.2481494389613126,38
5765,1.6651057015019428,3,-0.18473790929121264,3,3,5,4,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,32
31742,0.34255114341352566,3,1.7122968068941748,10,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
6305,-0.177521295996111,3,-0.27647917283294915,11,2,6,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
13732,0.7219570863477152,3,0.3453236289704424,9,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
21674,1.6226927637839295,5,-0.1614768143059095,5,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,0.3706978912117306,38
9120,-1.7940955430292727,3,-1.4785033452010752,10,4,11,3,4,0,-0.3002123014789703,-0.22296281257283612,-0.8434376064180519,38
3841,0.273955227146647,3,-2.7898955720379317,11,2,13,0,4,1,2.930600365714238,-0.22296281257283612,-0.034013941331530254,38
7498,-0.2604526323639866,5,-0.3144001257200895,9,2,11,0,4,1,-0.3002123014789703,-0.22296281257283612,2.070487587893426,38
31167,-0.177521295996111,1,-2.5975415046497266,9,2,10,0,4,1,-0.3002123014789703,-0.22296281257283612,1.0182368232809478,38
6408,0.34255114341352566,1,-0.9071788337968807,9,0,9,4,1,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
22483,-1.6516031067192836,3,-0.12814144840152272,9,4,0,3,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
21783,-1.6516031067192836,3,1.0203570206170982,7,4,14,3,2,0,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
14865,0.4094939840831503,3,0.2140895461633571,3,2,7,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,7
23217,0.34255114341352566,5,-2.8615206082834925,9,0,2,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
1218,-1.7940955430292727,3,0.6627360677012386,10,4,11,3,4,0,-0.3002123014789703,4.399940367917076,-2.4622849365910953,38
12810,1.208672899686404,6,-0.17130941493172713,13,6,9,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
25675,0.05737857487379639,1,-0.6241834814594386,13,2,12,0,4,1,-0.3002123014789703,-0.22296281257283612,0.3706978912117306,38
7418,1.8285642257023462,3,-2.4018219303477757,9,2,3,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.8434376064180519,38
10293,1.1076438220528073,4,-0.3964626338067808,13,2,3,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
3300,0.5387262832392657,3,-0.7710893858916689,6,2,6,0,4,1,3.1087938896845655,-0.22296281257283612,1.584833388841513,38
32067,-0.5252236884566054,4,0.17060178751631433,10,2,2,0,2,1,-0.3002123014789703,-0.22296281257283612,2.3942570539280346,38
8544,1.0028014377679884,3,0.8318270454679183,11,5,3,4,2,0,-0.3002123014789703,-0.22296281257283612,1.584833388841513,38
13818,0.5387262832392657,3,-0.6484605152321358,9,2,11,0,4,1,-0.3002123014789703,-0.22296281257283612,1.584833388841513,38
31405,0.273955227146647,3,-0.7468704468164803,9,2,11,0,4,1,-0.3002123014789703,-0.22296281257283612,0.9372944567722957,38
5843,0.4094939840831503,5,0.3649243812927082,13,2,11,0,4,1,-0.3002123014789703,-0.22296281257283612,1.584833388841513,38
21509,1.400334645409324,3,-0.7341488804061292,16,4,9,1,4,0,-0.3002123014789703,-0.22296281257283612,1.9895452213847737,38
13776,-1.6516031067192836,3,0.9617338806400628,9,4,14,3,4,1,-0.3002123014789703,-0.22296281257283612,-2.300400203573791,38
5094,0.8938465531625894,5,-0.39863158051021386,9,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.8434376064180519,38
27365,-1.5160643497827802,3,0.09108767815833003,9,4,0,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
23711,0.948858122266566,3,0.5017924827680976,9,2,6,5,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
19415,-0.7168854341795278,3,1.3632569487562707,13,2,3,5,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
4101,-0.177521295996111,3,-0.681248556178448,11,4,9,1,4,0,2.7088261837606447,-0.22296281257283612,-1.6528612715045734,38
2211,-0.3459360988692954,3,-0.2868716407790428,13,4,3,1,4,1,3.5672417291136647,-0.22296281257283612,0.6135249907376871,38
21312,-0.018735596209870836,3,-0.09913497404346881,15,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
11143,0.948858122266566,3,-1.1796294051738165,10,0,14,4,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
19714,0.4094939840831503,3,-2.597744538447606,16,3,9,4,0,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
29484,0.13146279083665782,5,0.2955787005654277,9,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
19428,1.1076438220528073,5,0.5510696008726021,10,2,11,0,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
27255,-0.018735596209870836,3,1.214478764630685,9,0,2,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.8434376064180519,38
7211,-0.2604526323639866,3,0.6418761775842404,1,2,4,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,25
31794,-0.9227568960979422,3,1.5868399349774096,12,4,7,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
866,-0.6194019772687447,3,0.5676056374832673,10,2,3,0,4,1,-0.3002123014789703,4.502451899793034,0.7754097237549914,38
15252,-1.2633453449544967,3,-0.7791097766829562,13,4,3,3,1,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
4249,1.1076438220528073,3,1.0102122342590665,9,5,7,4,2,0,-0.3002123014789703,-0.22296281257283612,-1.6528612715045734,38
11770,-0.2604526323639866,6,1.070149305396791,14,4,9,1,4,1,-0.3002123014789703,-0.22296281257283612,1.584833388841513,38
15263,0.7219570863477152,3,0.1995350865718719,9,0,0,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
7293,0.7219570863477152,3,1.2797880805252135,9,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
17964,-0.8179145118131231,3,-2.3318304719055902,5,4,7,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.8434376064180519,38
10542,-0.5252236884566054,3,0.5842474106751593,9,2,11,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
32373,1.0557171988063494,3,0.9544547165108996,11,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
11988,1.9451404963204755,3,1.1683591089663135,9,2,4,0,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,38
28617,-0.5252236884566054,3,0.01316415408824046,9,2,5,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
9306,-1.9442939300758013,3,-1.8281114510806358,6,4,7,3,4,1,-0.3002123014789703,-0.22296281257283612,-2.786054402625704,38
8233,-1.0317117807033411,6,1.1444059108073996,10,0,10,2,4,1,-0.3002123014789703,-0.22296281257283612,0.3706978912117306,38
14277,-0.5252236884566054,6,0.6085935025510012,9,2,7,5,4,0,-0.3002123014789703,-0.22296281257283612,2.556141786945339,38
6825,0.13146279083665782,3,-2.4243344901804393,10,5,7,4,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
14242,2.526714063672002,3,-0.9681854773208228,9,4,7,3,4,0,-0.3002123014789703,-0.22296281257283612,-1.3290918054699647,38
9346,-1.5160643497827802,3,0.2925451918770243,9,4,0,3,4,0,-0.3002123014789703,-0.22296281257283612,0.3706978912117306,38
11696,-1.2633453449544967,3,-0.12350473971602995,10,5,2,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
4535,0.13146279083665782,0,-0.8260106736273088,9,2,0,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
3306,0.34255114341352566,3,-0.03724699289432764,13,2,3,0,4,1,3.1087938896845655,-0.22296281257283612,0.7754097237549914,38
6935,1.400334645409324,3,0.28105323229794554,9,2,13,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
2183,1.0557171988063494,4,-2.098995654019626,16,0,3,1,4,1,3.58295267373745,-0.22296281257283612,0.7754097237549914,38
25294,-0.3459360988692954,5,-2.443755756259219,9,0,4,1,4,1,-0.3002123014789703,-0.22296281257283612,1.9895452213847737,38
14349,-0.3459360988692954,3,-0.31857133877170024,9,2,9,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
18372,-0.018735596209870836,3,1.3605505995960083,11,0,2,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.19589867434883457,38
8679,-0.9227568960979422,3,0.2919990429880505,13,4,7,1,2,0,-0.3002123014789703,-0.22296281257283612,-0.43872577387479106,38
29450,0.7804433193933827,3,0.6105192493997786,9,2,6,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
5372,-0.3459360988692954,3,1.842250948144909,10,2,5,0,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,1
23530,0.5387262832392657,1,1.5861017132251565,9,2,10,0,4,1,-0.3002123014789703,-0.22296281257283612,0.9372944567722957,38
25312,1.0028014377679884,1,0.23822373036476144,9,2,10,0,4,1,-0.3002123014789703,-0.22296281257283612,1.2610639228069043,38
2954,1.6226927637839295,5,0.5304171540649149,10,2,6,0,4,1,3.2695459237318185,-0.22296281257283612,-0.034013941331530254,38
17111,-1.6516031067192836,3,1.2589355287188773,9,4,2,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.43872577387479106,38
15319,-1.1451150144725477,3,2.3452140908364183,10,4,0,3,2,0,-0.3002123014789703,-0.22296281257283612,-1.2481494389613126,38
5346,1.257842209099336,3,0.2031271156588687,6,2,7,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
8246,-0.7168854341795278,3,0.15534514484914835,12,4,9,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,9
12090,-1.9442939300758013,3,0.030159396197638702,9,4,11,3,4,0,-0.3002123014789703,-0.22296281257283612,-1.490976538487269,38
28573,-0.8179145118131231,3,1.2314443459429807,10,4,13,2,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
10261,0.5387262832392657,3,0.1773131750011005,9,4,11,1,4,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
18662,-1.0317117807033411,3,-0.29269058795462705,9,5,2,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
5910,2.0933352817949653,1,-0.1638328731342132,9,2,3,0,4,1,-0.3002123014789703,-0.22296281257283612,-2.786054402625704,38
22309,1.867969048931293,3,0.3004516171628208,7,4,8,1,4,0,-0.3002123014789703,-0.22296281257283612,2.7989688864712954,38
3829,-1.0317117807033411,3,-0.687541977503041,13,2,2,0,4,1,2.930600365714238,-0.22296281257283612,1.584833388841513,38
6449,-0.177521295996111,3,0.5772254676165031,5,5,2,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
5122,1.208672899686404,3,0.08576477900591965,9,2,7,0,4,1,-0.3002123014789703,-0.22296281257283612,0.7754097237549914,40
5405,0.20362252216473475,3,0.28082821307093614,10,2,2,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
20402,1.9451404963204755,3,-1.1497499927625345,9,2,4,0,1,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,29
29826,0.7219570863477152,3,2.059485116885231,9,2,0,0,2,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
30802,-1.3868320506266634,3,0.18551021887652583,9,4,3,1,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,40
22375,0.8938465531625894,3,-0.6223312500153115,10,2,11,0,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
2636,-0.6194019772687447,1,-0.5246192884488716,11,2,10,0,4,1,3.3368949773685843,-0.22296281257283612,-0.034013941331530254,38
3108,-0.8179145118131231,3,0.19966664508952253,9,2,6,0,4,1,3.16309651741597,-0.22296281257283612,0.4516402577203827,1
31525,-1.1451150144725477,3,0.6212444726696597,9,2,5,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.43872577387479106,38
4363,-1.5160643497827802,3,0.9783196134956916,9,4,2,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.43872577387479106,38
4609,-1.1451150144725477,0,0.2800945964084559,9,4,1,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
5178,-1.5160643497827802,3,0.03539880806789476,10,4,0,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
22913,0.47486155198064567,3,-1.8496124551336723,6,5,7,1,2,0,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
18403,-0.8179145118131231,3,0.2541011505398657,9,4,5,3,4,1,-0.3002123014789703,-0.22296281257283612,-0.034013941331530254,38
